uid,jobUid,title,description,jobType,deadline,createdAt,date_posted,externalApplicationLink,jobLink,company,companyWebsite,companyLogo,companyEmail,city,state,country,locationName,formattedAddress,placeId,latitude,longitude,workType,salaryMin,salaryMax,salaryCurrency,salaryPeriod,keywords,skills,hiringTeam,workEmail,numberOfPositions,screeningQuestions,allowEmailApplications,job.visibility.allowedLocations,review_status,review_notes
,,Junior Motion Graphics Associate - Fresher,"Born High Digital Born High Digital is a full-funnel digital marketing agency that specializes in executing data-driven performance marketing strategies and campaigns. About Company: Born High Digital is a full-funnel digital marketing agency that specializes in executing data-driven performance marketing strategies and campaigns. This is an on-site role in Bangalore, Karnataka, India.

We're looking for someone with Adobe Photoshop, CorelDRAW, Adobe Illustrator, Video Editing, Adobe Premiere Pro, Adobe Creative Suite, Adobe InDesign, UI & UX Design, Adobe After Effects and Adobe Photoshop Lightroom CC Pay ranges from INR300,000 to INR400,000 per year.

In this role, you'll selected Trainees day-to-day responsibilities include: . Closely work with the content and art team to produce compelling and creative designs . Work on social media posts for brands/clients . Conceptualize ideas and visual concepts and produce creative outcomes with imaginative flair, aesthetic sense, and awareness of current trends while working within guidelines of the firm across web, social platforms Who can apply: Only those candidates can apply who: Salary: ₹ 3,00,000 - 4,00,000 /year Experience: No experience required.",FULLTIME,02-07-2026 23:59,02-06-2026,02-06-2026,https://internshala.com/job/detail/fresher-junior-motion-graphics-associate-job-in-bangalore-at-born-high-digital1780404652,https://internshala.com/job/detail/fresher-junior-motion-graphics-associate-job-in-bangalore-at-born-high-digital1780404652,Born High Digital,https://www.bornhidigital.com,https://www.google.com/s2/favicons?domain=www.bornhidigital.com&sz=128,,Bangalore,Karnataka,India,"Bangalore, Karnataka","Bangalore, Karnataka, India",,,,ONSITE,300000,400000,INR,ANNUAL,"Illustration,Bangalore,India,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,All rules clear; active listing confirmed with 4 openings through July 2026.
,,Graphic Design - Internship,"Beauty Gang India Private Limited Beauty Gang Experts is a modern haircare brand driven by science, performance, and long-term hair health. Conceptualized in 2020, the brand was created with a clear purpose - to introduce innovative, result-oriented haircare solutions designed for the professional salon industry and extended into trusted home care. This is an on-site role in Delhi, Delhi, India.

We're looking for someone with Adobe Photoshop, Video Editing, Adobe Premiere Pro, Canva and Graphic Design Pay ranges from INR6,000 to INR10,000 per month.

In this role, you'll creating engaging content . Editing videos and reels . Making social media creatives Who can apply: Only those candidates can apply who: are available for full time (in-office) internship can start the internship between 4th Jun'26 and 9th Jul'26 are available for duration of 6 months are from Delhi only have relevant skills and interests * Women wanting to start/restart their career can also apply.",FREELANCE,04-07-2026 23:59,04-06-2026,04-06-2026,https://internshala.com/internship/detail/graphic-design-internship-in-delhi-at-beauty-gang-india-private-limited1780555340,https://internshala.com/internship/detail/graphic-design-internship-in-delhi-at-beauty-gang-india-private-limited1780555340,Beauty Gang India Private Limited,http://beautygang.com,https://www.google.com/s2/favicons?domain=beautygang.com&sz=128,,Delhi,Delhi,India,"Delhi, Delhi","Delhi, Delhi, India",,,,ONSITE,6000,10000,INR,MONTHLY,"Branding,Delhi,India,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,REJECT,Salary too low
,,Graphic And Motion Designer - Internship,"Rad Digital Rad Digital is a digital marketing agency focused on providing social media management, paid advertisements & influencer marketing as the core services. We have a bunch of clients ranging from e-commerce in the industries (fashion, zero waste, consulting, etc.) About Company: Rad Digital is a digital marketing agency focused on providing social media management, paid advertisements & influencer marketing as the core services. This is an on-site role in Delhi, Delhi, India.

We're looking for someone with Adobe Photoshop, CorelDRAW, Adobe Illustrator, Adobe Premiere Pro and Adobe After Effects Other Requirements: . Strong proficiency in Adobe Creative Suite (Photoshop, Illustrator, After Effects, Premiere Pro) or equivalent design tools. Ability to translate client briefs into innovative and attention-grabbing creative concepts. Pay ranges from INR12,000 to INR15,000 per month.

In this role, you'll design visually compelling creatives for social media, digital campaigns, and brand communication. Create engaging motion graphics, reels, animations, and short-form video content. Collaborate with content teams to execute social media campaigns. Understand and maintain each client's unique brand identity and design language.",FREELANCE,04-07-2026 23:59,04-06-2026,04-06-2026,https://internshala.com/internship/detail/graphic-and-motion-designer-internship-in-delhi-at-rad-digital1780554500,https://internshala.com/internship/detail/graphic-and-motion-designer-internship-in-delhi-at-rad-digital1780554500,Rad Digital,https://internshala-uploads.internshala.com,https://internshala-uploads.internshala.com/logo%2F627a53c338f381652184003.jpeg,,Delhi,Delhi,India,"Delhi, Delhi","Delhi, Delhi, India",,,,ONSITE,12000,15000,INR,MONTHLY,"Illustration,Delhi,India,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Video Editing/Making - Internship,"Brandquest We are a branding, consulting, and social media marketing company. We help you establish a brand presence across digital platforms, i.e. This is an on-site role in Delhi, Delhi, India.

We're looking for someone with Adobe Photoshop, Adobe Illustrator, Video Editing, Adobe Premiere Pro, Final Cut Pro and Video Making Other Requirements: * Candidates with prior experience in graphic design and video editing through internships, freelance projects, college work, or personal projects will be preferred. * A strong portfolio showcasing social media creatives, reels, advertisements, motion graphics, or brand content is highly desirable. * Familiarity with Adobe Photoshop, Illustrator, Premiere Pro, Canva, and After Effects is preferred. Pay ranges from INR8,000 to INR15,000 per month.

In this role, you'll creating high-quality graphic designs for Instagram posts, carousels, stories, banners, website creatives, emailers, and marketing campaigns. Editing engaging Instagram Reels, YouTube Shorts, and long-form videos for social media, advertisements, and brand promotions. Designing performance marketing creatives for Meta Ads, Google Ads, and other digital campaigns. Creating motion graphics, animations, transitions, subtitles, and visual effects to enhance video content.",FREELANCE,05-07-2026 23:59,05-06-2026,05-06-2026,https://internshala.com/internship/detail/video-editing-making-internship-in-delhi-at-brandquest1780641086,https://internshala.com/internship/detail/video-editing-making-internship-in-delhi-at-brandquest1780641086,Brandquest,https://brandquest.co/,https://www.google.com/s2/favicons?domain=brandquest.co&sz=128,,Delhi,Delhi,India,"Delhi, Delhi","Delhi, Delhi, India",,,,ONSITE,8000,15000,INR,MONTHLY,"Illustration,Delhi,India,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Graphic Design - Internship,"Socially Sane A team of young entrepreneurs establishing an ad agency. We are still growing and want you to grow with us in the upcoming journey. This is an on-site role in Dombivli, Maharashtra, India.

We're looking for someone with Adobe Photoshop, Adobe Illustrator and Canva Other Requirements: - Proficiency in Adobe Photoshop, Illustrator or Canva - Basic understanding of design principles, typography, and color theory. - Creative portfolio showcasing design work. - Attention to detail and ability to meet deadlines. Pay ranges from INR4,000 to INR6,000 per month.

In this role, you'll - Design social media posts, banners, and promotional materials. - Assist in creating marketing and branding assets. - Maintain brand consistency across all designs. - Collaborate with the content and marketing team.",FREELANCE,05-07-2026 23:59,05-06-2026,05-06-2026,https://internshala.com/internship/detail/graphic-design-internship-in-dombivli-at-socially-sane1780655973,https://internshala.com/internship/detail/graphic-design-internship-in-dombivli-at-socially-sane1780655973,Socially Sane,https://internshala-uploads.internshala.com,https://internshala-uploads.internshala.com/logo%2F622b4c4b6319d1647004747.png.webp,,Dombivli,Maharashtra,India,"Dombivli, Maharashtra","Dombivli, Maharashtra, India",,,,ONSITE,4000,6000,INR,MONTHLY,"Illustration,Dombivli,India,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Animation - Internship,"Antiworld Antiworld is a defense technology company focused on transforming India's and allied military capabilities through advanced, autonomous AI-powered systems. Based in Hyderabad.

We're looking for someone with C#, Adobe Premiere Pro, Autodesk Maya, Blender 3D, C++ Programming, Unreal Engine and Unity Engine Pay ranges from INR5,000 to INR20,000 per month.

In this role, you'll create and integrate 3D assets, animations, and CAD-based models while ensuring performance, realism, and technical accuracy. Develop and optimize interactive 3D environments, simulations, and visualizations using Unreal Engine, Unity Engine, Blender 3D, and Autodesk Maya. Collaborate with engineering and design teams to produce optimized animations with realistic rendering, lighting, and consistent technical representation. Who can apply: Only those candidates can apply who: are available for full time (in-office) internship can start the internship between 2nd Jun'26 and 7th Jul'26 are available for duration of 3 months have relevant skills and interests.",FREELANCE,02-07-2026 23:59,02-06-2026,02-06-2026,https://internshala.com/internship/detail/animation-internship-in-hyderabad-at-antiworld1780400641,https://internshala.com/internship/detail/animation-internship-in-hyderabad-at-antiworld1780400641,Antiworld,http://antiworld.in,https://www.google.com/s2/favicons?domain=antiworld.in&sz=128,,Hyderabad,Telangana,India,"Hyderabad, Telangana","Hyderabad, Telangana, India",,,,ONSITE,5000,20000,INR,MONTHLY,"Animation,Hyderabad,India,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,All rules clear; active listing confirmed 1 opening.
,,Graphic Designer,"INSIDIGI INSIDIGI is a fast-growing startup digital marketing agency helping brands grow through creative content, branding, social media marketing, performance campaigns, and digital experiences. This is an on-site role in Hyderabad, Telangana, India.

We're looking for someone with Adobe Photoshop, CorelDRAW, Adobe Illustrator, Video Editing, Adobe Premiere Pro, Adobe Creative Suite, Adobe InDesign, Adobe After Effects and Adobe Photoshop Lightroom CC Other Requirements: . Graduate in any discipline (mandatory). 0–1 year of experience; freshers with strong skills and a portfolio are welcome to apply. Pay ranges from INR200,000 to INR220,000 per year.

In this role, you'll design social media creatives, banners, advertisements, brochures, and other marketing materials. Create engaging reels, short-form videos, promotional content, and digital media assets. Incorporate motion graphics, animations, transitions, text effects, and audio enhancements into video content. Develop platform-specific content optimized for Instagram, Facebook, LinkedIn, YouTube, and other digital channels.",FREELANCE,04-07-2026 23:59,04-06-2026,04-06-2026,https://internshala.com/job/detail/graphic-designer-job-in-hyderabad-at-insidigi1780557221,https://internshala.com/job/detail/graphic-designer-job-in-hyderabad-at-insidigi1780557221,INSIDIGI,https://www.insidigi.com,https://www.google.com/s2/favicons?domain=www.insidigi.com&sz=128,,Hyderabad,Telangana,India,"Hyderabad, Telangana","Hyderabad, Telangana, India",,,,ONSITE,200000,220000,INR,ANNUAL,"Illustration,Hyderabad,India,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,All rules clear; active listing confirmed through July 2026.
,,Senior Brand & AI Creative Designer,"4 LPA (Based on Skills & Portfolio) + Performance Incentives About Kotson Kotson is a premium sleep and wellness brand specializing in organic latex mattresses and pillows designed for healthier, more comfortable sleep. We are committed to creating innovative sleep products while building a modern, design-driven brand. This is an on-site role in Hyderabad, Telangana, India.

Location: Vaishnavi's Cynosure, Gachibowli, Hyderabad Working Hours: 10:00 AM – 6:00 PM Employment Type: Full-Time Experience: 2–4 Years Salary: ₹. 4 LPA (Based on Skills & Portfolio) + Performance Incentives About Kotson Kotson is a premium sleep and wellness brand specializing in organic latex mattresses and pillows designed for healthier, more comfortable sleep. By combining premium product experiences, AI-powered content creation, and compelling storytelling, Kotson aims to become one of India's most trusted organic sleep brands. Pay ranges from INR480,000 to INR840,000 per year.

In this role, you'll design premium product catalogs, brochures, leaflets, standees, posters, and other print-ready marketing materials. Create digital creatives for social media, websites, landing pages, advertisements, email campaigns, and marketplaces. Produce AI-powered product videos, explainer videos, reels, motion graphics, and promotional content. Develop visual storytelling around sleep wellness, organic latex, orthopedic comfort, and healthy living.",FULLTIME,2026-12-02T12:17:47.000Z,2026-06-05T12:17:47.000Z,2026-06-05T12:17:47.000Z,https://in.linkedin.com/jobs/view/senior-brand-ai-creative-designer-at-kotson-mattress-4424571082,https://in.linkedin.com/jobs/view/senior-brand-ai-creative-designer-at-kotson-mattress-4424571082,Kotson Mattress,https://www.kotsonmattress.com,https://www.google.com/s2/favicons?domain=www.kotsonmattress.com&sz=128,,Hyderabad,Telangana,India,"Hyderabad, Telangana","Hyderabad, Telangana, India",,17.36172,78.47517,ONSITE,480000,840000,INR,ANNUAL,"Illustration,Hyderabad,India,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,All rules clear; LinkedIn listing visible without login apply action requires sign-in only.
,,Trainee - Graphic Design - Internship,"Bookmyshow BookMyShow is a young and dynamic organization where our workplace feels like an extension of our families. We value positive vibes, honesty, sound judgment, empathy, integrity, and self-motivation. This is an on-site role in Mumbai, Maharashtra, India.

We're looking for someone with Adobe Photoshop, Adobe Illustrator and Graphic Design Other Requirements: . Expertise in Adobe Photoshop and Illustrator, along with basic familiarity with After Effects and Premiere Pro, is preferred. Strong creative skills with a compelling portfolio that showcases a passion for graphic design, conceptual thinking, typography, and illustration. Pay is INR12,500 per month.

In this role, you'll own end-to-end visual design for live event campaigns across digital, print, and on-ground platforms . Create and adapt key visuals for app, web, emailers, banners, gift cards, and venue-related assets . Ensure all creatives are visually strong, brand-aligned, and optimized for multiple formats and platforms . Collaborate with cross-functional teams to understand briefs and translate them into effective design outputs .",FREELANCE,03-07-2026 23:59,03-06-2026,03-06-2026,https://internshala.com/internship/detail/trainee-graphic-design-internship-in-mumbai-at-bookmyshow1780495577,https://internshala.com/internship/detail/trainee-graphic-design-internship-in-mumbai-at-bookmyshow1780495577,Bookmyshow,http://in.bookmyshow.com/mumbai,https://www.google.com/s2/favicons?domain=in.bookmyshow.com&sz=128,,Mumbai,Maharashtra,India,"Mumbai, Maharashtra","Mumbai, Maharashtra, India",,,,ONSITE,12500,12500,INR,MONTHLY,"Illustration,Mumbai,India,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,All rules clear; active listing confirmed with 3 openings through July 2026.
,,Associate 2D Illustrator & Graphic Designer,"Company: Merakie Location: Mazgaon, Mumbai (On-site) Experience: 2–4 years Employment Type: Full-time (5 days Work from Office, with hybrid flexibility) About Merakie At Merakie, we don’t just organize events; we design immersive experiences. Based in the heart of Mumbai, we are a dynamic event management company that brings concepts to life through stunning visuals, meticulous planning, and creative storytelling.

Company: Merakie Location: Mazgaon, Mumbai (On-site) Experience: 2–4 years Employment Type: Full-time (5 days Work from Office, with hybrid flexibility) About Merakie At Merakie, we don’t just organize events; we design immersive experiences. Based in the heart of Mumbai, we are a dynamic event management company that brings concepts to life through stunning visuals, meticulous planning, and creative storytelling. We are looking for a passionate Associate 2D Illustrator & Graphic Designer to join our creative hustle and shape the visual identity of our upcoming events.

Company: Merakie Location: Mazgaon, Mumbai (On-site) Experience: 2–4 years Employment Type: Full-time (5 days Work from Office, with hybrid flexibility) About Merakie At Merakie, we don’t just organize events; we design immersive experiences. We are looking for a passionate Associate 2D Illustrator & Graphic Designer to join our creative hustle and shape the visual identity of our upcoming events. Job Overview As a 2D Illustrator and Graphic Designer, you will turn abstract event concepts into vibrant visual realities. If you have a sharp eye for scale, a love for storytelling through illustration, and thrive in a fast-paced, creative environment, you’ll fit right in.",FULLTIME,2026-12-02T07:29:29.000Z,2026-06-05T07:29:29.000Z,2026-06-05T07:29:29.000Z,https://in.linkedin.com/jobs/view/associate-2d-illustrator-graphic-designer-at-merakie-experiential-solutions-pvt-ltd-4424508940,https://in.linkedin.com/jobs/view/associate-2d-illustrator-graphic-designer-at-merakie-experiential-solutions-pvt-ltd-4424508940,Merakie Experiential Solutions Pvt. Ltd.,https://www.merakie.in,https://www.google.com/s2/favicons?domain=www.merakie.in&sz=128,,Mumbai Metropolitan Region,Maharashtra,India,"Mumbai Metropolitan Region, Maharashtra","Mumbai Metropolitan Region, Maharashtra, India",,19.146397,72.87369,REMOTE,360000,420000,INR,ANNUAL,"Illustration,Mumbai Metropolitan Region,India,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Graphic Design - Internship,"S&T Consultancy We are the strategic & marketing agency for start-ups and scaling up businesses with 360 marketing solutions. A dynamic team of business development professionals with vast industry experience comprised of business strategy, conventional & digital marketing, branding, design of marketing collaterals, web development, video production & corporate presentations. This is an on-site role in Pune, Maharashtra, India.

We're looking for someone with Adobe Photoshop, Adobe Illustrator, Adobe Creative Suite and Adobe InDesign Other Requirements: candidates who are pursuing their graduate/under graduate for raphic design. Must have skills in graphic desgining Pay ranges from INR5,000 to INR8,000 per month.

In this role, you'll design engaging social media creatives, advertisements, and promotional materials. Create marketing assets such as banners, brochures, presentations, and posters. Collaborate with the marketing and content teams to create visually appealing campaigns. Who can apply: Only those candidates can apply who: are available for full time (in-office) internship can start the internship between 4th Jun'26 and 9th Jul'26 are available for duration of 3 months are from Pune only have relevant skills and interests.",FREELANCE,04-07-2026 23:59,04-06-2026,04-06-2026,https://internshala.com/internship/detail/graphic-design-internship-in-pune-at-s-t-consultancy1780556870,https://internshala.com/internship/detail/graphic-design-internship-in-pune-at-s-t-consultancy1780556870,S&T Consultancy,https://internshala-uploads.internshala.com,https://internshala-uploads.internshala.com/logo%2F10lltnu1mac-14306.jpg.webp,,Pune,Maharashtra,India,"Pune, Maharashtra","Pune, Maharashtra, India",,,,ONSITE,5000,8000,INR,MONTHLY,"Illustration,Pune,India,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Motion Graphics - Internship,"Brandup Brandup is an SEO and digital marketing agency based out of Pune, working for a local and global clientele. We have spent 6 glorious years serving more than 40 clients, including a handful of manufacturing units, startups, and growing entities for SEO and digital marketing.

We're looking for someone with Adobe Photoshop, Adobe Illustrator, Video Editing, Adobe InDesign and Adobe After Effects Pay ranges from INR10,000 to INR12,000 per month.

In this role, you'll motion graphics & Video editing is must. Work on regular creative designs . Work on logo & branding designs . Work on social media designs .",FREELANCE,05-07-2026 23:59,05-06-2026,05-06-2026,https://internshala.com/internship/detail/motion-graphics-internship-in-pune-at-brandup1780634093,https://internshala.com/internship/detail/motion-graphics-internship-in-pune-at-brandup1780634093,Brandup,http://www.brandup.in,https://www.google.com/s2/favicons?domain=www.brandup.in&sz=128,,Pune,Maharashtra,India,"Pune, Maharashtra","Pune, Maharashtra, India",,,,ONSITE,10000,12000,INR,MONTHLY,"Illustration,Pune,India,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,All rules clear; active listing confirmed through July 2026.
,,Graphic Design - Internship,"Eywa Solutions Private Limited Eywa is a technology leader committed to delivering 'e'-novative solutions with niche expertise in developing highly customized & quality applications. Eywa helps you grow in all aspects within the organization itself. This is an on-site role in Pune, Maharashtra, India.

We're looking for someone with Adobe Photoshop, Adobe Illustrator, Video Editing, Adobe Premiere Pro, Adobe Creative Suite, UI & UX Design, Adobe After Effects and Generative AI Tools Pay ranges from INR5,000 to INR5,001 per month.

In this role, you'll create engaging and visually appealing designs for digital and print media including social media posts, banners, brochures, presentations, and advertisements. Assist in conceptualizing and executing creative campaigns aligned with brand guidelines. Collaborate with marketing, content, and development teams to deliver high-quality creatives. Take feedback and iterate designs to meet project objectives and deadlines.",FREELANCE,03-07-2026 23:59,03-06-2026,03-06-2026,https://internshala.com/internship/detail/graphic-design-internship-in-pune-at-eywa-solutions-private-limited1780462322,https://internshala.com/internship/detail/graphic-design-internship-in-pune-at-eywa-solutions-private-limited1780462322,Eywa Solutions Private Limited,http://www.eywa.com,https://www.google.com/s2/favicons?domain=www.eywa.com&sz=128,,Pune,Maharashtra,India,"Pune, Maharashtra","Pune, Maharashtra, India",,,,ONSITE,5000,5001,INR,MONTHLY,"Illustration,Pune,India,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Motion Graphics - Internship,"Assetcues Solutions Private Limited AssetCues is an AI-powered asset management solution designed for the CFO's office to ensure that the asset register is continuously updated with real-time data on the existence, condition, location, and custody of physical assets. AssetCues is used by customers in verticals like pharmaceuticals, manufacturing, banking, and hospitality, among others. This is an on-site role in Pune, Maharashtra, India.

We're looking for someone with Adobe Photoshop, Adobe Illustrator, Video Editing, Adobe Premiere Pro, Adobe Animate, Video Making, Adobe After Effects, Canva, Artificial intelligence, ChatGPT, Gemini and Elevenlabs (GenAI) Other Requirements: . Hands-on experience with Adobe After Effects and at least one other Adobe Creative Cloud tool . Basic understanding of motion graphics principles such as timing, easing, transitions, and typography animation . Pay ranges from INR5,000 to INR20,000 per month.

In this role, you'll design and animate short marketing videos, product explainers, and brand videos for social media and website . Create motion graphics content including animated social media posts, reels, story creatives, and ad visuals . Design and build presentation templates (PPTs), product sheets, brochures, and corporate documents . Create title images, CTA banners, in-blog visuals, and thumbnail creatives for website and content marketing .",FREELANCE,01-07-2026 23:59,01-06-2026,01-06-2026,https://internshala.com/internship/detail/motion-graphics-internship-in-pune-at-assetcues-solutions-private-limited1780296850,https://internshala.com/internship/detail/motion-graphics-internship-in-pune-at-assetcues-solutions-private-limited1780296850,Assetcues Solutions Private Limited,https://internshala-uploads.internshala.com,https://internshala-uploads.internshala.com/logo%2F8ev3dgrbrap-24360.png.webp,,Pune,Maharashtra,India,"Pune, Maharashtra","Pune, Maharashtra, India",,,,ONSITE,5000,20000,INR,MONTHLY,"Illustration,Pune,India,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,All rules clear; active listing confirmed with 2 openings.
,,Graphic Designer,"Gradselect Edtech GradSelect EdTech - Your Gateway to Professional and AcademicExcellenceAt GradSelect EdTech, headquartered in Pune and established in 2020, we arecommitted to empowering ambitious professionals and aspiring students to reachtheir highest educational and career goals. We understand that in today's dynamicglobal landscape, continuous learning and strategic academic planning are not justadvantageous but essential.

We're looking for someone with Adobe Photoshop, Video Editing, Adobe Premiere Pro, Design Thinking and Canva Pay ranges from INR550,000 to INR900,000 per year.

In this role, you'll making posters for B-schools and editing short reels and videos. data and information verification. posting on social media sites Who can apply: Only those candidates can apply who: have minimum 1 years of experience are from Pune only Salary: ₹ 5,50,000 - 9,00,000 /year Experience: 1 year(s).",FULLTIME,02-07-2026 23:59,02-06-2026,02-06-2026,https://internshala.com/job/detail/graphic-designer-job-in-pune-at-gradselect-edtech1780407113,https://internshala.com/job/detail/graphic-designer-job-in-pune-at-gradselect-edtech1780407113,Gradselect Edtech,https://internshala-uploads.internshala.com,https://internshala-uploads.internshala.com/logo%2Fbku30qud7m5-17766.jpg.webp,,Pune,Maharashtra,India,"Pune, Maharashtra","Pune, Maharashtra, India",,,,ONSITE,550000,900000,INR,ANNUAL,"Graphic Design,Pune,India,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,All rules clear; listing shows actively hiring with 2 openings.
,,Graphic Design Internship in Pune,"Vistoma Digital is hiring a design intern in Pune for hands-on work across packaging, branding, and visual content. You'll support live client brands rather than classroom exercises, which makes this a strong portfolio-building opportunity.

We're looking for someone with solid Adobe Illustrator and Photoshop skills, interest in F&B or FMCG branding, and a portfolio that shows curiosity and attention to detail. A Behance, Dribbble, or website link is required. The internship runs six months in a hybrid/on-site setup with a stipend from ₹8,000 per month based on skill and portfolio quality.

You'll create packaging concepts, social media creatives, logo support, e-commerce assets, and moodboards while learning from a small team where your ideas matter. Apply with your resume and portfolio to hello@vistomadigital.com.",FREELANCE,2026-11-29T13:09:39.000Z,2026-06-02T13:09:39.000Z,2026-06-02T13:09:39.000Z,https://in.linkedin.com/jobs/view/graphic-design-internship-in-pune-at-vistoma-digital-4419207068,https://in.linkedin.com/jobs/view/graphic-design-internship-in-pune-at-vistoma-digital-4419207068,Vistoma Digital,https://www.vistomadigital.com,https://www.google.com/s2/favicons?domain=www.vistomadigital.com&sz=128,,Pune Division,Maharashtra,India,"Pune Division, Maharashtra","Pune Division, Maharashtra, India",,18.528904,73.87435,HYBRID,8000,8000,INR,MONTHLY,"Illustration,Pune Division,India,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Midweight Graphic Designer / Artworker,"Company Description Medical device marketing is all we do, and it has been for the last decade. We're a specialist MedTech consultancy with an in-house creative team that takes complex technologies and turns them into clear, beautifully designed work. This is an on-site role in Brentford, England, United Kingdom.

We're growing our creative team, and we're looking for a Midweight Graphic Designer who's ready to move into a senior role within the next six to twelve months. It's a natural way to build the experience that leads towards a senior role.

We're a specialist MedTech consultancy with an in-house creative team that takes complex technologies and turns them into clear, beautifully designed work. Two things matter to us above all: the quality of what we create, and the service we give the companies we work with. We're growing our creative team, and we're looking for a Midweight Graphic Designer who's ready to move into a senior role within the next six to twelve months.",FREELANCE,2026-11-30T18:49:44.000Z,2026-06-03T18:49:44.000Z,2026-06-03T18:49:44.000Z,https://uk.linkedin.com/jobs/view/midweight-graphic-designer-artworker-at-podymos-4420133585,https://uk.linkedin.com/jobs/view/midweight-graphic-designer-artworker-at-podymos-4420133585,Podymos,https://www.podymos.com,https://www.google.com/s2/favicons?domain=www.podymos.com&sz=128,,Brentford,England,United Kingdom,"Brentford, England","Brentford, England, United Kingdom",,51.4829,-0.30480388,ONSITE,41000,43000,GBP,ANNUAL,"Illustration,Brentford,United Kingdom,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Print Designer and Illustrator,"🎨 Print Designer / Illustrator 📍 Remote (UK Based) | Quarterly Studio Visits to Northampton 💷 £29,000 - £32,000 📅 6-Month FTC (Maternity Cover) with Potential to Go Permanent A well-established print and illustration studio is looking for a talented Print Designer / Illustrator to join their creative team. This role would suit a commercially minded designer with strong freehand illustration skills and experience creating characters, florals, conversational prints and repeat patterns.

🎨 Print Designer / Illustrator 📍 Remote (UK Based) | Quarterly Studio Visits to Northampton 💷 £29,000 - £32,000 📅 6-Month FTC (Maternity Cover) with Potential to Go Permanent A well-established print and illustration studio is looking for a talented Print Designer / Illustrator to join their creative team. This role would suit a commercially minded designer with strong freehand illustration skills and experience creating characters, florals, conversational prints and repeat patterns.

🎨 Print Designer / Illustrator 📍 Remote (UK Based) | Quarterly Studio Visits to Northampton 💷 £29,000 - £32,000 📅 6-Month FTC (Maternity Cover) with Potential to Go Permanent A well-established print and illustration studio is looking for a talented Print Designer / Illustrator to join their creative team. This role would suit a commercially minded designer with strong freehand illustration skills and experience creating characters, florals, conversational prints and repeat patterns.",FREELANCE,2026-07-05T11:56:53.000Z,2026-06-05T11:56:53.000Z,2026-06-05T11:56:53.000Z,https://uk.linkedin.com/jobs/view/print-designer-and-illustrator-at-fashion-retail-personnel-ltd-4424568541,https://uk.linkedin.com/jobs/view/print-designer-and-illustrator-at-fashion-retail-personnel-ltd-4424568541,Fashion & Retail Personnel Ltd,https://www.fashionretailpersonnel.com,https://www.google.com/s2/favicons?domain=www.fashionretailpersonnel.com&sz=128,,England,England,United Kingdom,"England, England","England, England, United Kingdom",,52.36963,-1.2451695,REMOTE,29000,32000,GBP,ANNUAL,"Illustration,England,United Kingdom,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
